"col_yeux";"col_cheveux"
"obs3803";"DARK";"Medium"
"obs3804";"DARK";"Medium"
"obs3805";"MEDIUM";"Medium"
"obs3806";"MEDIUM";"Medium"
"obs3807";"DARK";"Dark"
"obs3808";"BLUE";"Fair"
"obs3809";"BLUE";"Red"
"obs3810";"LIGHT";"Medium"
"obs3811";"MEDIUM";"Fair"
"obs3812";"MEDIUM";"Fair"
"obs3813";"DARK";"Dark"
"obs3814";"MEDIUM";"Medium"
"obs3815";"BLUE";"Fair"
"obs3816";"BLUE";"Fair"
"obs3817";"MEDIUM";"Medium"
"obs3818";"DARK";"Dark"
"obs3819";"BLUE";"Fair"
"obs3820";"LIGHT";"Fair"
"obs3821";"DARK";"Dark"
"obs3822";"BLUE";"Fair"
"obs3823";"LIGHT";"Dark"
"obs3824";"MEDIUM";"Medium"
"obs3825";"DARK";"Fair"
"obs3826";"BLUE";"Fair"
"obs3827";"LIGHT";"Medium"
"obs3828";"LIGHT";"Fair"
"obs3829";"LIGHT";"Fair"
"obs3830";"DARK";"Dark"
"obs3831";"DARK";"Dark"
"obs3832";"LIGHT";"Medium"
"obs3833";"LIGHT";"Fair"
"obs3834";"DARK";"Dark"
"obs3835";"MEDIUM";"Red"
"obs3836";"LIGHT";"Fair"
"obs3837";"MEDIUM";"Medium"
"obs3838";"DARK";"Medium"
"obs3839";"BLUE";"Fair"
"obs3840";"MEDIUM";"Medium"
"obs3841";"DARK";"Medium"
"obs3842";"DARK";"Fair"
"obs3843";"LIGHT";"Dark"
"obs3844";"LIGHT";"Medium"
"obs3845";"LIGHT";"Fair"
"obs3846";"DARK";"Dark"
"obs3847";"MEDIUM";"Red"
"obs3848";"DARK";"Dark"
"obs3849";"MEDIUM";"Medium"
"obs3850";"DARK";"Dark"
"obs3851";"DARK";"Dark"
"obs3852";"LIGHT";"Dark"
"obs3853";"MEDIUM";"Dark"
"obs3854";"BLUE";"Medium"
"obs3855";"LIGHT";"Fair"
"obs3856";"DARK";"Dark"
"obs3857";"DARK";"Medium"
"obs3858";"DARK";"Medium"
"obs3859";"LIGHT";"Fair"
"obs3860";"BLUE";"Fair"
"obs3861";"DARK";"Dark"
"obs3862";"MEDIUM";"Medium"
"obs3863";"MEDIUM";"Medium"
"obs3864";"MEDIUM";"Dark"
"obs3865";"MEDIUM";"Medium"
"obs3866";"DARK";"Dark"
"obs3867";"DARK";"Medium"
"obs3868";"DARK";"Dark"
"obs3869";"MEDIUM";"Dark"
"obs3870";"LIGHT";"Medium"
"obs3871";"DARK";"Dark"
"obs3872";"MEDIUM";"Dark"
"obs3873";"MEDIUM";"Red"
"obs3874";"MEDIUM";"Medium"
"obs3875";"MEDIUM";"Medium"
"obs3876";"BLUE";"Fair"
"obs3877";"DARK";"Dark"
"obs3878";"LIGHT";"Red"
"obs3879";"LIGHT";"Fair"
"obs3880";"LIGHT";"Red"
"obs3881";"BLUE";"Fair"
"obs3882";"MEDIUM";"Medium"
"obs3883";"BLUE";"Dark"
"obs3884";"LIGHT";"Medium"
"obs3885";"MEDIUM";"Dark"
"obs3886";"LIGHT";"Medium"
"obs3887";"LIGHT";"Fair"
"obs3888";"LIGHT";"Fair"
"obs3889";"LIGHT";"Medium"
"obs3890";"BLUE";"Medium"
"obs3891";"MEDIUM";"Fair"
"obs3892";"LIGHT";"Medium"
"obs3893";"LIGHT";"Red"
"obs3894";"DARK";"Medium"
"obs3895";"MEDIUM";"Medium"
"obs3896";"LIGHT";"Fair"
"obs3897";"MEDIUM";"Dark"
"obs3898";"LIGHT";"Fair"
"obs3899";"LIGHT";"Fair"
"obs3900";"MEDIUM";"Fair"
"obs3901";"LIGHT";"Medium"
"obs3902";"LIGHT";"Medium"
"obs3903";"DARK";"Dark"
"obs3904";"LIGHT";"Medium"
"obs3905";"BLUE";"Fair"
"obs3906";"MEDIUM";"Medium"
"obs3907";"LIGHT";"Medium"
"obs3908";"DARK";"Black"
"obs3909";"LIGHT";"Dark"
"obs3910";"LIGHT";"Dark"
"obs3911";"BLUE";"Medium"
"obs3912";"LIGHT";"Red"
"obs3913";"LIGHT";"Dark"
"obs3914";"LIGHT";"Medium"
"obs3915";"LIGHT";"Fair"
"obs3916";"MEDIUM";"Medium"
"obs3917";"DARK";"Dark"
"obs3918";"LIGHT";"Fair"
"obs3919";"LIGHT";"Medium"
"obs3920";"MEDIUM";"Dark"
"obs3921";"MEDIUM";"Medium"
"obs3922";"DARK";"Dark"
"obs3923";"DARK";"Medium"
"obs3924";"LIGHT";"Dark"
"obs3925";"DARK";"Dark"
"obs3926";"LIGHT";"Medium"
"obs3927";"LIGHT";"Medium"
"obs3928";"LIGHT";"Fair"
"obs3929";"MEDIUM";"Black"
"obs3930";"DARK";"Dark"
"obs3931";"DARK";"Dark"
"obs3932";"DARK";"Fair"
"obs3933";"LIGHT";"Medium"
"obs3934";"LIGHT";"Fair"
"obs3935";"DARK";"Dark"
"obs3936";"BLUE";"Medium"
"obs3937";"MEDIUM";"Medium"
"obs3938";"MEDIUM";"Red"
"obs3939";"DARK";"Dark"
"obs3940";"DARK";"Black"
"obs3941";"MEDIUM";"Medium"
"obs3942";"LIGHT";"Fair"
"obs3943";"MEDIUM";"Fair"
"obs3944";"MEDIUM";"Black"
"obs3945";"MEDIUM";"Medium"
"obs3946";"MEDIUM";"Dark"
"obs3947";"MEDIUM";"Fair"
"obs3948";"MEDIUM";"Medium"
"obs3949";"DARK";"Medium"
"obs3950";"BLUE";"Medium"
"obs3951";"MEDIUM";"Medium"
"obs3952";"BLUE";"Red"
"obs3953";"MEDIUM";"Dark"
"obs3954";"MEDIUM";"Dark"
"obs3955";"LIGHT";"Medium"
"obs3956";"DARK";"Dark"
"obs3957";"DARK";"Dark"
"obs3958";"LIGHT";"Medium"
"obs3959";"BLUE";"Fair"
"obs3960";"LIGHT";"Fair"
"obs3961";"MEDIUM";"Dark"
"obs3962";"MEDIUM";"Dark"
"obs3963";"LIGHT";"Medium"
"obs3964";"DARK";"Dark"
"obs3965";"MEDIUM";"Black"
"obs3966";"LIGHT";"Fair"
"obs3967";"DARK";"Dark"
"obs3968";"MEDIUM";"Medium"
"obs3969";"BLUE";"Fair"
"obs3970";"DARK";"Black"
"obs3971";"BLUE";"Fair"
"obs3972";"BLUE";"Medium"
"obs3973";"MEDIUM";"Medium"
"obs3974";"BLUE";"Fair"
"obs3975";"LIGHT";"Medium"
"obs3976";"BLUE";"Dark"
"obs3977";"LIGHT";"Fair"
"obs3978";"DARK";"Dark"
"obs3979";"DARK";"Black"
"obs3980";"LIGHT";"Fair"
"obs3981";"LIGHT";"Dark"
"obs3982";"DARK";"Dark"
"obs3983";"LIGHT";"Medium"
"obs3984";"LIGHT";"Medium"
"obs3985";"BLUE";"Fair"
"obs3986";"LIGHT";"Dark"
"obs3987";"DARK";"Medium"
"obs3988";"MEDIUM";"Dark"
"obs3989";"MEDIUM";"Medium"
"obs3990";"MEDIUM";"Fair"
"obs3991";"LIGHT";"Medium"
"obs3992";"BLUE";"Dark"
"obs3993";"MEDIUM";"Fair"
"obs3994";"MEDIUM";"Fair"
"obs3995";"MEDIUM";"Medium"
"obs3996";"MEDIUM";"Medium"
"obs3997";"LIGHT";"Medium"
"obs3998";"DARK";"Dark"
"obs3999";"MEDIUM";"Medium"
"obs4000";"DARK";"Medium"
"obs4001";"LIGHT";"Medium"
"obs4002";"DARK";"Medium"
"obs4003";"LIGHT";"Fair"
"obs4004";"DARK";"Dark"
"obs4005";"LIGHT";"Medium"
"obs4006";"MEDIUM";"Dark"
"obs4007";"LIGHT";"Medium"
"obs4008";"DARK";"Red"
"obs4009";"DARK";"Medium"
"obs4010";"LIGHT";"Medium"
"obs4011";"MEDIUM";"Fair"
"obs4012";"MEDIUM";"Black"
"obs4013";"DARK";"Dark"
"obs4014";"BLUE";"Fair"
"obs4015";"LIGHT";"Fair"
"obs4016";"DARK";"Medium"
"obs4017";"BLUE";"Dark"
"obs4018";"MEDIUM";"Fair"
"obs4019";"BLUE";"Fair"
"obs4020";"DARK";"Red"
"obs4021";"DARK";"Red"
"obs4022";"DARK";"Medium"
"obs4023";"MEDIUM";"Dark"
"obs4024";"DARK";"Dark"
"obs4025";"DARK";"Black"
"obs4026";"MEDIUM";"Medium"
"obs4027";"LIGHT";"Fair"
"obs4028";"DARK";"Medium"
"obs4029";"DARK";"Dark"
"obs4030";"DARK";"Medium"
"obs4031";"BLUE";"Fair"
"obs4032";"LIGHT";"Medium"
"obs4033";"LIGHT";"Medium"
"obs4034";"LIGHT";"Fair"
"obs4035";"MEDIUM";"Medium"
"obs4036";"LIGHT";"Fair"
"obs4037";"LIGHT";"Medium"
"obs4038";"DARK";"Dark"
"obs4039";"MEDIUM";"Medium"
"obs4040";"MEDIUM";"Medium"
"obs4041";"DARK";"Black"
"obs4042";"LIGHT";"Fair"
"obs4043";"LIGHT";"Medium"
"obs4044";"DARK";"Black"
"obs4045";"LIGHT";"Dark"
"obs4046";"MEDIUM";"Medium"
"obs4047";"LIGHT";"Medium"
"obs4048";"DARK";"Medium"
"obs4049";"LIGHT";"Fair"
"obs4050";"MEDIUM";"Dark"
"obs4051";"LIGHT";"Red"
"obs4052";"DARK";"Black"
"obs4053";"LIGHT";"Medium"
"obs4054";"BLUE";"Medium"
"obs4055";"DARK";"Red"
"obs4056";"LIGHT";"Dark"
"obs4057";"LIGHT";"Fair"
"obs4058";"MEDIUM";"Dark"
"obs4059";"MEDIUM";"Medium"
"obs4060";"MEDIUM";"Medium"
"obs4061";"DARK";"Medium"
"obs4062";"LIGHT";"Dark"
"obs4063";"MEDIUM";"Medium"
"obs4064";"LIGHT";"Fair"
"obs4065";"MEDIUM";"Medium"
"obs4066";"DARK";"Medium"
"obs4067";"DARK";"Dark"
"obs4068";"DARK";"Dark"
"obs4069";"BLUE";"Fair"
"obs4070";"DARK";"Dark"
"obs4071";"DARK";"Dark"
"obs4072";"MEDIUM";"Red"
"obs4073";"BLUE";"Fair"
"obs4074";"DARK";"Medium"
"obs4075";"DARK";"Medium"
"obs4076";"MEDIUM";"Medium"
"obs4077";"DARK";"Dark"
"obs4078";"MEDIUM";"Medium"
"obs4079";"DARK";"Fair"
"obs4080";"BLUE";"Medium"
"obs4081";"BLUE";"Medium"
"obs4082";"DARK";"Dark"
"obs4083";"MEDIUM";"Medium"
"obs4084";"MEDIUM";"Medium"
"obs4085";"LIGHT";"Medium"
"obs4086";"MEDIUM";"Medium"
"obs4087";"DARK";"Dark"
"obs4088";"DARK";"Dark"
"obs4089";"LIGHT";"Medium"
"obs4090";"MEDIUM";"Dark"
"obs4091";"MEDIUM";"Fair"
"obs4092";"MEDIUM";"Red"
"obs4093";"LIGHT";"Fair"
"obs4094";"MEDIUM";"Medium"
"obs4095";"LIGHT";"Fair"
"obs4096";"DARK";"Medium"
"obs4097";"DARK";"Dark"
"obs4098";"BLUE";"Red"
"obs4099";"DARK";"Dark"
"obs4100";"BLUE";"Fair"
"obs4101";"DARK";"Dark"
"obs4102";"DARK";"Dark"
"obs4103";"DARK";"Dark"
"obs4104";"DARK";"Dark"
"obs4105";"MEDIUM";"Medium"
"obs4106";"LIGHT";"Dark"
"obs4107";"MEDIUM";"Fair"
"obs4108";"MEDIUM";"Dark"
"obs4109";"MEDIUM";"Medium"
"obs4110";"LIGHT";"Fair"
"obs4111";"LIGHT";"Fair"
"obs4112";"BLUE";"Medium"
"obs4113";"DARK";"Dark"
"obs4114";"MEDIUM";"Dark"
"obs4115";"MEDIUM";"Medium"
"obs4116";"LIGHT";"Medium"
"obs4117";"LIGHT";"Red"
"obs4118";"LIGHT";"Medium"
"obs4119";"DARK";"Medium"
"obs4120";"DARK";"Dark"
"obs4121";"BLUE";"Fair"
"obs4122";"LIGHT";"Medium"
"obs4123";"DARK";"Medium"
"obs4124";"LIGHT";"Fair"
"obs4125";"BLUE";"Dark"
"obs4126";"MEDIUM";"Medium"
"obs4127";"DARK";"Red"
"obs4128";"MEDIUM";"Dark"
"obs4129";"BLUE";"Fair"
"obs4130";"MEDIUM";"Medium"
"obs4131";"BLUE";"Fair"
"obs4132";"MEDIUM";"Red"
"obs4133";"LIGHT";"Red"
"obs4134";"MEDIUM";"Medium"
"obs4135";"LIGHT";"Fair"
"obs4136";"MEDIUM";"Fair"
"obs4137";"MEDIUM";"Fair"
"obs4138";"MEDIUM";"Medium"
"obs4139";"BLUE";"Medium"
"obs4140";"LIGHT";"Dark"
"obs4141";"MEDIUM";"Medium"
"obs4142";"DARK";"Medium"
"obs4143";"MEDIUM";"Fair"
"obs4144";"BLUE";"Fair"
"obs4145";"LIGHT";"Fair"
"obs4146";"LIGHT";"Fair"
"obs4147";"LIGHT";"Fair"
"obs4148";"MEDIUM";"Dark"
"obs4149";"LIGHT";"Medium"
"obs4150";"DARK";"Dark"
"obs4151";"LIGHT";"Red"
"obs4152";"MEDIUM";"Medium"
"obs4153";"BLUE";"Fair"
"obs4154";"BLUE";"Fair"
"obs4155";"LIGHT";"Medium"
"obs4156";"MEDIUM";"Red"
"obs4157";"LIGHT";"Fair"
"obs4158";"LIGHT";"Dark"
"obs4159";"LIGHT";"Fair"
"obs4160";"DARK";"Dark"
"obs4161";"MEDIUM";"Medium"
"obs4162";"MEDIUM";"Dark"
"obs4163";"LIGHT";"Medium"
"obs4164";"MEDIUM";"Fair"
"obs4165";"MEDIUM";"Medium"
"obs4166";"MEDIUM";"Medium"
"obs4167";"LIGHT";"Dark"
"obs4168";"LIGHT";"Medium"
"obs4169";"LIGHT";"Medium"
"obs4170";"BLUE";"Fair"
"obs4171";"MEDIUM";"Medium"
"obs4172";"DARK";"Dark"
"obs4173";"LIGHT";"Red"
"obs4174";"MEDIUM";"Medium"
"obs4175";"MEDIUM";"Medium"
"obs4176";"LIGHT";"Fair"
"obs4177";"DARK";"Dark"
"obs4178";"MEDIUM";"Medium"
"obs4179";"MEDIUM";"Dark"
"obs4180";"LIGHT";"Fair"
"obs4181";"MEDIUM";"Red"
"obs4182";"DARK";"Dark"
"obs4183";"BLUE";"Medium"
"obs4184";"DARK";"Medium"
"obs4185";"DARK";"Black"
"obs4186";"LIGHT";"Medium"
"obs4187";"MEDIUM";"Medium"
"obs4188";"MEDIUM";"Medium"
"obs4189";"MEDIUM";"Medium"
"obs4190";"LIGHT";"Fair"
"obs4191";"DARK";"Medium"
"obs4192";"LIGHT";"Medium"
"obs4193";"MEDIUM";"Medium"
"obs4194";"DARK";"Dark"
"obs4195";"MEDIUM";"Fair"
"obs4196";"MEDIUM";"Dark"
"obs4197";"LIGHT";"Medium"
"obs4198";"MEDIUM";"Medium"
"obs4199";"DARK";"Black"
"obs4200";"MEDIUM";"Fair"
"obs4201";"DARK";"Black"
"obs4202";"BLUE";"Medium"
"obs4203";"DARK";"Red"
"obs4204";"DARK";"Dark"
"obs4205";"MEDIUM";"Fair"
"obs4206";"MEDIUM";"Medium"
"obs4207";"LIGHT";"Fair"
"obs4208";"DARK";"Fair"
"obs4209";"LIGHT";"Dark"
"obs4210";"LIGHT";"Medium"
"obs4211";"DARK";"Dark"
"obs4212";"MEDIUM";"Medium"
"obs4213";"MEDIUM";"Medium"
"obs4214";"LIGHT";"Medium"
"obs4215";"MEDIUM";"Medium"
"obs4216";"DARK";"Dark"
"obs4217";"DARK";"Medium"
"obs4218";"LIGHT";"Medium"
"obs4219";"BLUE";"Medium"
"obs4220";"BLUE";"Medium"
"obs4221";"MEDIUM";"Dark"
"obs4222";"MEDIUM";"Fair"
"obs4223";"BLUE";"Fair"
"obs4224";"DARK";"Dark"
"obs4225";"LIGHT";"Medium"
"obs4226";"LIGHT";"Fair"
"obs4227";"DARK";"Dark"
"obs4228";"DARK";"Medium"
"obs4229";"MEDIUM";"Medium"
"obs4230";"MEDIUM";"Medium"
"obs4231";"MEDIUM";"Dark"
"obs4232";"MEDIUM";"Dark"
"obs4233";"BLUE";"Dark"
"obs4234";"LIGHT";"Fair"
"obs4235";"MEDIUM";"Fair"
"obs4236";"MEDIUM";"Medium"
"obs4237";"LIGHT";"Medium"
"obs4238";"MEDIUM";"Medium"
"obs4239";"MEDIUM";"Medium"
"obs4240";"DARK";"Dark"
"obs4241";"LIGHT";"Medium"
"obs4242";"DARK";"Dark"
"obs4243";"LIGHT";"Medium"
"obs4244";"LIGHT";"Fair"
"obs4245";"LIGHT";"Fair"
"obs4246";"LIGHT";"Medium"
"obs4247";"LIGHT";"Medium"
"obs4248";"BLUE";"Medium"
"obs4249";"LIGHT";"Medium"
"obs4250";"LIGHT";"Fair"
"obs4251";"DARK";"Medium"
"obs4252";"MEDIUM";"Dark"
"obs4253";"DARK";"Dark"
"obs4254";"BLUE";"Red"
"obs4255";"LIGHT";"Medium"
"obs4256";"MEDIUM";"Dark"
"obs4257";"LIGHT";"Fair"
"obs4258";"LIGHT";"Medium"
"obs4259";"BLUE";"Fair"
"obs4260";"MEDIUM";"Dark"
"obs4261";"DARK";"Dark"
"obs4262";"MEDIUM";"Dark"
"obs4263";"MEDIUM";"Fair"
"obs4264";"MEDIUM";"Medium"
"obs4265";"MEDIUM";"Fair"
"obs4266";"DARK";"Medium"
"obs4267";"DARK";"Medium"
"obs4268";"MEDIUM";"Medium"
"obs4269";"LIGHT";"Red"
"obs4270";"DARK";"Medium"
"obs4271";"LIGHT";"Red"
"obs4272";"MEDIUM";"Fair"
"obs4273";"LIGHT";"Fair"
"obs4274";"MEDIUM";"Fair"
"obs4275";"DARK";"Medium"
"obs4276";"LIGHT";"Fair"
"obs4277";"LIGHT";"Red"
"obs4278";"MEDIUM";"Medium"
"obs4279";"MEDIUM";"Fair"
"obs4280";"MEDIUM";"Fair"
"obs4281";"BLUE";"Fair"
"obs4282";"MEDIUM";"Dark"
"obs4283";"MEDIUM";"Medium"
"obs4284";"MEDIUM";"Medium"
"obs4285";"DARK";"Dark"
"obs4286";"MEDIUM";"Dark"
"obs4287";"LIGHT";"Medium"
"obs4288";"MEDIUM";"Fair"
"obs4289";"LIGHT";"Medium"
"obs4290";"LIGHT";"Medium"
"obs4291";"DARK";"Fair"
"obs4292";"BLUE";"Medium"
"obs4293";"BLUE";"Medium"
"obs4294";"BLUE";"Fair"
"obs4295";"MEDIUM";"Medium"
"obs4296";"MEDIUM";"Dark"
"obs4297";"MEDIUM";"Medium"
"obs4298";"DARK";"Dark"
"obs4299";"MEDIUM";"Medium"
"obs4300";"BLUE";"Fair"
"obs4301";"LIGHT";"Fair"
"obs4302";"MEDIUM";"Dark"
"obs4303";"BLUE";"Medium"
"obs4304";"BLUE";"Fair"
"obs4305";"LIGHT";"Fair"
"obs4306";"BLUE";"Fair"
"obs4307";"DARK";"Medium"
"obs4308";"LIGHT";"Red"
"obs4309";"DARK";"Black"
"obs4310";"DARK";"Dark"
"obs4311";"DARK";"Fair"
"obs4312";"LIGHT";"Dark"
"obs4313";"LIGHT";"Fair"
"obs4314";"MEDIUM";"Black"
"obs4315";"DARK";"Medium"
"obs4316";"MEDIUM";"Dark"
"obs4317";"LIGHT";"Medium"
"obs4318";"MEDIUM";"Medium"
"obs4319";"LIGHT";"Fair"
"obs4320";"LIGHT";"Fair"
"obs4321";"MEDIUM";"Medium"
"obs4322";"BLUE";"Dark"
"obs4323";"MEDIUM";"Dark"
"obs4324";"MEDIUM";"Medium"
"obs4325";"DARK";"Dark"
"obs4326";"MEDIUM";"Medium"
"obs4327";"MEDIUM";"Medium"
"obs4328";"MEDIUM";"Medium"
"obs4329";"BLUE";"Fair"
"obs4330";"LIGHT";"Dark"
"obs4331";"LIGHT";"Fair"
"obs4332";"LIGHT";"Medium"
"obs4333";"DARK";"Red"
"obs4334";"DARK";"Dark"
"obs4335";"DARK";"Dark"
"obs4336";"MEDIUM";"Medium"
"obs4337";"MEDIUM";"Dark"
"obs4338";"LIGHT";"Dark"
"obs4339";"MEDIUM";"Medium"
"obs4340";"BLUE";"Dark"
"obs4341";"LIGHT";"Medium"
"obs4342";"DARK";"Red"
"obs4343";"DARK";"Medium"
"obs4344";"DARK";"Medium"
"obs4345";"MEDIUM";"Medium"
"obs4346";"MEDIUM";"Medium"
"obs4347";"MEDIUM";"Fair"
"obs4348";"MEDIUM";"Medium"
"obs4349";"MEDIUM";"Medium"
"obs4350";"BLUE";"Red"
"obs4351";"MEDIUM";"Medium"
"obs4352";"LIGHT";"Medium"
"obs4353";"MEDIUM";"Dark"
"obs4354";"BLUE";"Dark"
"obs4355";"DARK";"Dark"
"obs4356";"DARK";"Fair"
"obs4357";"LIGHT";"Medium"
"obs4358";"LIGHT";"Fair"
"obs4359";"LIGHT";"Fair"
"obs4360";"MEDIUM";"Medium"
"obs4361";"LIGHT";"Fair"
"obs4362";"LIGHT";"Fair"
"obs4363";"LIGHT";"Medium"
"obs4364";"BLUE";"Dark"
"obs4365";"DARK";"Medium"
"obs4366";"LIGHT";"Fair"
"obs4367";"DARK";"Dark"
"obs4368";"MEDIUM";"Fair"
"obs4369";"DARK";"Dark"
"obs4370";"DARK";"Dark"
"obs4371";"LIGHT";"Fair"
"obs4372";"LIGHT";"Red"
"obs4373";"MEDIUM";"Fair"
"obs4374";"BLUE";"Dark"
"obs4375";"DARK";"Medium"
"obs4376";"LIGHT";"Medium"
"obs4377";"DARK";"Medium"
"obs4378";"MEDIUM";"Medium"
"obs4379";"MEDIUM";"Dark"
"obs4380";"MEDIUM";"Fair"
"obs4381";"LIGHT";"Fair"
"obs4382";"DARK";"Medium"
"obs4383";"DARK";"Medium"
"obs4384";"BLUE";"Medium"
"obs4385";"MEDIUM";"Dark"
"obs4386";"DARK";"Medium"
"obs4387";"LIGHT";"Fair"
"obs4388";"MEDIUM";"Medium"
"obs4389";"BLUE";"Fair"
"obs4390";"DARK";"Dark"
"obs4391";"BLUE";"Fair"
"obs4392";"LIGHT";"Red"
"obs4393";"LIGHT";"Medium"
"obs4394";"MEDIUM";"Medium"
"obs4395";"LIGHT";"Fair"
"obs4396";"BLUE";"Dark"
"obs4397";"BLUE";"Fair"
"obs4398";"MEDIUM";"Medium"
"obs4399";"MEDIUM";"Medium"
"obs4400";"LIGHT";"Medium"
"obs4401";"BLUE";"Red"
"obs4402";"DARK";"Dark"
"obs4403";"LIGHT";"Fair"
"obs4404";"MEDIUM";"Dark"
"obs4405";"LIGHT";"Dark"
"obs4406";"MEDIUM";"Red"
"obs4407";"LIGHT";"Fair"
"obs4408";"BLUE";"Medium"
"obs4409";"DARK";"Fair"
"obs4410";"MEDIUM";"Medium"
"obs4411";"MEDIUM";"Fair"
"obs4412";"MEDIUM";"Medium"
"obs4413";"MEDIUM";"Dark"
"obs4414";"LIGHT";"Fair"
"obs4415";"LIGHT";"Red"
"obs4416";"LIGHT";"Fair"
"obs4417";"MEDIUM";"Dark"
"obs4418";"LIGHT";"Fair"
"obs4419";"LIGHT";"Fair"
"obs4420";"BLUE";"Dark"
"obs4421";"MEDIUM";"Medium"
"obs4422";"MEDIUM";"Medium"
"obs4423";"DARK";"Dark"
"obs4424";"LIGHT";"Dark"
"obs4425";"MEDIUM";"Fair"
"obs4426";"LIGHT";"Medium"
"obs4427";"LIGHT";"Medium"
"obs4428";"MEDIUM";"Fair"
"obs4429";"MEDIUM";"Medium"
"obs4430";"BLUE";"Fair"
"obs4431";"MEDIUM";"Fair"
"obs4432";"DARK";"Dark"
"obs4433";"DARK";"Black"
"obs4434";"LIGHT";"Fair"
"obs4435";"MEDIUM";"Fair"
"obs4436";"MEDIUM";"Medium"
"obs4437";"DARK";"Medium"
"obs4438";"DARK";"Dark"
"obs4439";"LIGHT";"Red"
"obs4440";"LIGHT";"Fair"
"obs4441";"LIGHT";"Medium"
"obs4442";"MEDIUM";"Dark"
"obs4443";"DARK";"Dark"
"obs4444";"LIGHT";"Medium"
"obs4445";"LIGHT";"Fair"
"obs4446";"LIGHT";"Dark"
"obs4447";"LIGHT";"Medium"
"obs4448";"MEDIUM";"Fair"
"obs4449";"BLUE";"Fair"
"obs4450";"DARK";"Dark"
"obs4451";"DARK";"Dark"
"obs4452";"DARK";"Red"
"obs4453";"MEDIUM";"Dark"
"obs4454";"MEDIUM";"Dark"
"obs4455";"DARK";"Dark"
"obs4456";"DARK";"Medium"
"obs4457";"MEDIUM";"Dark"
"obs4458";"LIGHT";"Fair"
"obs4459";"MEDIUM";"Dark"
"obs4460";"MEDIUM";"Medium"
"obs4461";"DARK";"Dark"
"obs4462";"LIGHT";"Fair"
"obs4463";"DARK";"Dark"
"obs4464";"BLUE";"Medium"
"obs4465";"DARK";"Dark"
"obs4466";"MEDIUM";"Fair"
"obs4467";"DARK";"Medium"
"obs4468";"MEDIUM";"Medium"
"obs4469";"MEDIUM";"Medium"
"obs4470";"MEDIUM";"Medium"
"obs4471";"DARK";"Dark"
"obs4472";"DARK";"Medium"
"obs4473";"LIGHT";"Medium"
"obs4474";"DARK";"Red"
"obs4475";"LIGHT";"Red"
"obs4476";"LIGHT";"Fair"
"obs4477";"DARK";"Medium"
"obs4478";"DARK";"Medium"
"obs4479";"LIGHT";"Medium"
"obs4480";"BLUE";"Medium"
"obs4481";"MEDIUM";"Medium"
"obs4482";"DARK";"Medium"
"obs4483";"MEDIUM";"Dark"
"obs4484";"LIGHT";"Fair"
"obs4485";"LIGHT";"Fair"
"obs4486";"LIGHT";"Medium"
"obs4487";"BLUE";"Medium"
"obs4488";"LIGHT";"Fair"
"obs4489";"BLUE";"Fair"
"obs4490";"DARK";"Black"
"obs4491";"LIGHT";"Medium"
"obs4492";"LIGHT";"Dark"
"obs4493";"MEDIUM";"Medium"
"obs4494";"DARK";"Medium"
"obs4495";"DARK";"Dark"
"obs4496";"DARK";"Fair"
"obs4497";"LIGHT";"Medium"
"obs4498";"MEDIUM";"Medium"
"obs4499";"MEDIUM";"Medium"
"obs4500";"MEDIUM";"Medium"
"obs4501";"MEDIUM";"Black"
"obs4502";"MEDIUM";"Fair"
"obs4503";"LIGHT";"Fair"
"obs4504";"LIGHT";"Medium"
"obs4505";"LIGHT";"Fair"
"obs4506";"MEDIUM";"Medium"
"obs4507";"LIGHT";"Red"
"obs4508";"MEDIUM";"Medium"
"obs4509";"MEDIUM";"Dark"
"obs4510";"BLUE";"Dark"
"obs4511";"MEDIUM";"Medium"
"obs4512";"BLUE";"Medium"
"obs4513";"DARK";"Medium"
"obs4514";"BLUE";"Medium"
"obs4515";"BLUE";"Dark"
"obs4516";"LIGHT";"Medium"
"obs4517";"DARK";"Dark"
"obs4518";"LIGHT";"Fair"
"obs4519";"LIGHT";"Dark"
"obs4520";"MEDIUM";"Medium"
"obs4521";"DARK";"Medium"
"obs4522";"LIGHT";"Fair"
"obs4523";"BLUE";"Dark"
"obs4524";"MEDIUM";"Medium"
"obs4525";"DARK";"Medium"
"obs4526";"MEDIUM";"Medium"
"obs4527";"LIGHT";"Dark"
"obs4528";"LIGHT";"Fair"
"obs4529";"LIGHT";"Fair"
"obs4530";"MEDIUM";"Medium"
"obs4531";"DARK";"Medium"
"obs4532";"DARK";"Dark"
"obs4533";"LIGHT";"Red"
"obs4534";"DARK";"Dark"
"obs4535";"LIGHT";"Fair"
"obs4536";"MEDIUM";"Dark"
"obs4537";"DARK";"Dark"
"obs4538";"MEDIUM";"Medium"
"obs4539";"DARK";"Fair"
"obs4540";"LIGHT";"Medium"
"obs4541";"LIGHT";"Fair"
"obs4542";"LIGHT";"Medium"
"obs4543";"LIGHT";"Fair"
"obs4544";"LIGHT";"Medium"
"obs4545";"DARK";"Dark"
"obs4546";"DARK";"Dark"
"obs4547";"MEDIUM";"Medium"
"obs4548";"DARK";"Black"
"obs4549";"LIGHT";"Fair"
"obs4550";"MEDIUM";"Medium"
"obs4551";"MEDIUM";"Medium"
"obs4552";"MEDIUM";"Medium"
"obs4553";"BLUE";"Fair"
"obs4554";"DARK";"Dark"
